Gene	Cell_Type	Cell_Type2	Source
DCDC2	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
PTTG1IP	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
SRSF3	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
ATP1B1	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
IVNS1ABP	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
HSPA9	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
RSRP1	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
MTATP6P1	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
RPS24	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
CNDP2	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
YWHAZ	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
CD2AP	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
RPL37A	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
HNRNPA3	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
ANAPC16	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
HNRNPR	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
RHOBTB3	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
ACSL4	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
HNRNPDL	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
CSDE1	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
PCM1	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
SF3B1	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
UBXN4	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
MYO10	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
SEPT7	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
DSTN	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
RNF213	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
TMSB10	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
JAK1	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
CD46	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
RPL23	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
HLA-A	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
CCNI	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
SYTL2	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
AP000769.1	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
KTN1	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
TPR	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
PAPOLA	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
EEF1D	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
RPS28	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
LINC00657	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
UBE2D3	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
KAZN	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
PCMTD1	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
NAP1L1	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
PLEKHA1	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
DICER1	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
PRPF40A	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
CLINT1	Collecting Duct - Principal Cells (medulla)	Epithelial	Lake2019
CALCA	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
TMEM213	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
KIT	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ATP6V0D2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
FOXI1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
STAP1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ERP27	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
DMRT2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
IL18	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SLC26A7	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
LINC01187	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ADGRF1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
HSP90AA1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ACAT1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
MARCH1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RP11-690G19.4	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ATP6V0A4	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
HSPD1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
PTGR1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
FTL	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
LITAF	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
LGALS3	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
C12orf75	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
B2M	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CRYAB	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SLC4A1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
DHRS7	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RHCG	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
EIF1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
AKR1C1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
HSP90AB1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
INSIG1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CD9	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
MSMO1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL3	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
TXNIP	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL15	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
PTGER3	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CD24	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
MAP1LC3B	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS6	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
PRDX1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
TMSB4X	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
EPCAM	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CA12	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SCIN	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SAT1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ATP6V0B	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
COX4I1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
EEF1A1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS4X	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPLP0	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ZDHHC3	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ATP6V1A	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL13	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RTN4	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
PSMA7	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL7	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ITM2B	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL10	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CYB5A	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ARHGAP18	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ATP6AP2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CYSTM1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SLC16A5	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ATP6V1G1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL19	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS5	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
DYNLT3	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
WFDC2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CA2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
H1F0	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL6	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
LDHA	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
MPP7	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
GNB2L1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS18	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
C1orf168	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
GPX1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS3A	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
HLA-B	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SLC25A39	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL11	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
MYL12B	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SPTBN2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
TXNRD1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
S100A10	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SOD1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL5	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ISCU	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
TMBIM6	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
HSPB1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL31	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS14	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
EPS8	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
FTH1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
HSPH1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
HSPA4L	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CNBP	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS8	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
TSPAN1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
DSP	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SRP14	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
COX5A	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
H3F3B	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ARL6IP5	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CD164	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
LRRC75A-AS1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
KRT18	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS16	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
AQP2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CYCS	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
FDFT1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL13A	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
TMEM59	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL7A	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
UQCRFS1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL18	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ARF1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SOD2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
GAPDH	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
PTGES3	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL4	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
TPT1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CD63	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CRYBG3	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
MTR	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
NACA	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
FAM96B	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
MYL12A	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
HSPA4	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CAPN2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CHCHD10	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SLC25A5	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
LIMA1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
TMEM117	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
PRDX6	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SARAF	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
TMPRSS2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
EEF2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
TACSTD2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ATP6V0E1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
HINT1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
GSTP1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS27A	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
MDH1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS11	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ATP5A1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
LAMTOR5	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CUL5	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPLP1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
NDUFA4	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL30	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL10A	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ATP5B	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ATP5G3	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CHCHD2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
GRB14	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
MBOAT2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SNTB1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
EIF4A2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
PTBP3	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ALDH1A1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
HADHB	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
DYNLT1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS19	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
GABARAPL1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
LDHB	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SNX3	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
GHITM	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ATP5F1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SEPW1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL32	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
PDIA6	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
PDIA3	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
REEP5	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
ATP1B1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
PCBP1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
HADHA	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
TBC1D14	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
EID1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
EIF3K	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS24	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CBR1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
SPTBN1	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS13	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS7	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPL21	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS20	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
NDUFA5	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RCAN2	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
CD74	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
PPIA	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
RPS27	Collecting Duct - Intercalated Cells Type A (medulla)	Epithelial	Lake2019
